Ashwini Lad,visual effects administrator
Nadege Lagueux-Beloin,visual effects artist
Tukaram Landbale,roto artist
Dany Lebrasseur,visual effects artist
Kate T.C. Lin,digital compositor
Matthias Lowry,digital compositor
Jimmy Lue,visual effects coordinator
Jim Maxwell,matte painter
Jay Mehta,paint artist
Kristine Middlemiss,head of technology
Ali Mio,visual effects producer
Guto Miranda,compositing artist
Vashishta Mohit,compositing artist
Lon Molnar,head of studio
Jose Ignacio Narvez Monroy,compositing lead
Atyeb Muneer,compositing artist
Ganesh Ramdas Nalle,senior roto artist
Michael Naphan,layout artist
Marla Oriol,lighting artist
Daksh Pandya,visual effects artist
Niki Patterson,data technician
Aravind Pauldurai,compositing artist
Victor Perez,animation artist
Navin Pinto,rigging artist
Norman Ran,fx lead
Parastu Rezaie,lighting lead
Jean-Christophe Rodier,rigging artist
Dmitry Ryabchuk,environment lead
Maryam Salehi,i/o
Rajvinder Sandhu,lighting artist
Eric Sanford,creature lead
Rohan Sapkal,junior roto artist
Alexandre Savard-Boisvert,digital compositor
Mark Schreiber,animator
Aryan Sehgal,utility compositor
Ronak Shah,fx lead
Neelima Sharma,compositor
Vishal Shitole,i/o coordinator
Casey Sincic,visual effects producer
Lovelesh Singh,compositing artist
Kalpana Mahapatro Siromani,art director & mattepainting lead
Joseph Soloway,visual effects coordinator
Meredith Sproul,show coordinator
Danny Testani,animation artist
Ali Thaheem,creature artist
Hyacinthe Thomas,i/o
Phillip Thomas,animation artist
Susana Vasquez,visual effects production coordinator
Marcus Vinicius,i/o
Louis Vottero,rigging lead
Tina Vuu,visual effects coordinator
Tanja Wax,fx artist
Christina Wise,head of studio
Jill Wu,digital matte painter
Alphonso Young,matte painter
Refo Yovarda,visual effects production assistant
Virpalsinh Zala,compositing artist
Abin Abraham,assets lead
Adrian Bobb,creature artist
Eddie Bonin,visual effects executive
Remi Bruschini,pipeline td
Binod Kumar Das,asset supervisor
Tiago Foa,imaging engineer
Jaime Fok,visual effects editorial lead
J.P. Giamos,head of production
Martin Hesselink,Animation Supervisor
Rushikesh Chandrashekhar Kamble,3d digital matte painter
Daniel May,visual effects art direction
Rachad Meya,lighting supervisor
Shoupal Panda,texture & lookdev artist
Josephin Peichl,visual effects coordinator
Rakesh,3d digital matte painter lead
Kim Rampaul,visual effects coordinator
Saha Saikat,texturing & lookdev artist
Seema Schere,matte painter
Surajit Senapati,3d artist
Satyendra Sharma,compositor
Prathamesh Ashok Waykole,asset artist
Dean Wright,visual effects executive
Dylan Botnarenko,digital matte painter
Arjun Jasmeet Chawla,digital compositor
Dennis Tae Wook Kim,digital compositor
Hoss Ghaith,cg supervisor
Solyi Ha,compositor
Caylee Han,compositor
Krista Wettlaufer,digital artist
Christopher Lee Zammit,concept artist
Felipe Baldo,lighting artist
Marc-Antoine Blais,digital compositor
Adrien Francomme,digital compositor
Eduardo Gonzalves,digital compositor
Alexander Greenberg,senior compositor
Prashant Jain,3d digital matte painter
Hossein Karamian,compositor
Giuseppe Motta,creature supervisor
Chokkarapu Sai Pradeep,visual effects lighting artist
Pedro Roloff,digital compositor
Ilija Sazdovski,layout artist
Jason Schick,digital compositor
Christa Tazzeo,visual effects executive producer
Sekh Batul Ali,visual effects artist
Luca Buonopane,key groom artist
Julian Fadalti,layout artist
Nitin Garg,senior lookdev artist
Avinash Kodali,lighting artist
Genevieve Morneau,digital compositor
Alex Park,matchmove artist
Evan Roberts,lighting artist
Pavankumar Sagiraju,lighting artist
Yulia Segura,compositor
Amarjit Singha,3d artist
Brett Chan,stunt coordinator
Ionut Cotruta,stunt rigger
Jason Ng,assistant stunt coordinator
Jenny Umbhau,stunt double
Fanel Ursu,stunt rigger
Andrei Vintileanu,stunt rigger
Daniel Visan,stunts
Nailah Johnson,stunt performer
Kinga Kives,stunt performer
Alexandre Lopoka,stunt double
Milena Brewster,stunt double
Maxime Coulon,stunt double
Gabrielle Anne Desy,stunt double
Victoria Goodman,stunt performer
Daniel Himschoot,stunt double
Matt Kennedy,stunt performer
Kaanchana Kerr,stunt performer
Darlene Pineda,stunt performer
Phedra Syndelle,stunt double
Alexandra Vilcsek,stunt performer
Donet Bankuti,digital imaging technician
Vlad Cioplea,still photographer
David Dorohoianu,second photography assistant
Omar Dughouz,second assistant camera
Daniel Farkas,digital imaging technician
Robert Fenichiu,electrician / lighting technician
Cristi Fratoaica,second assistant camera
Toni Ilinca,video operator
Ochiana Ionut,video assist operator
Andrei Karastanef,second assistant camera
Brad Larner,first assistant camera
Tudor Lucaciu,director of photography
Radu Marinescu,key grip
Florin Mihalache,gaffer
Mihai Adrian Olteanu,best boy electric
Andrei Petrescu,electrician
Liviu Pojoni Jr.,camera operator
Florea Andrei Stefan,dimmerboard operator
Viorel Stefan,crane operator
Adelina Vancea,camera trainee
Petre Victor,camera operator
Rob Arrowsmith,camera operator
Andrei Cretan,first assistant camera
Fabrizio Sciarra,camera operator
Boroka Biro,director of photography
Valdas Gulbinauskas,video assistant
Matei Popa,second assistant camera
Sandor Arkus,data management technician
Cornel Biciu,underwater gaffer
Neil Bradley,ronin 2 technician
Alexandru Durac,camera operator
Sarbu Gigi,key grip
Ben Parish,underwater assistant camera
Aurelian Radu,grip
Ian Seabrook,underwater director of photography
Constantin Stan,second unit
Alexandru Bogdan Stefan,crane technician
Balazs Virszegi,data management technician
Jens Winkler,underwater assistant camera
Catalin Popa,photography assistant
Peter Driscoll,key animator
Whitney Strouth,animator
Emily Bohbrink,casting associate
Sindad Donnelly,casting assistant
Radu Dragoi,casting assistant
Frankie Fearis,casting assistant
Olissa Rogers,casting associate
Chandra Ruegg,casting associate
Fiona Weir,casting
Sarah Wilson,casting associate
Maddalena Zuppetta,casting assistant
George Ludlow,casting associate
Ioana Albaiu,wardrobe supervisor
Madalina Anton,breakdown artist
Mattia Bionda,principal costume cutter
Mariana Bujoi,costumer
Maria Ciucanu,wardrobe mistress
Ylenia Comerci,principal seamstress
Lavinia Dedu,set costumer
Constantinescu Denisa,wardrobe assistant
Andreea Dinu,principal standby
Maria Endara,senior costume maker
Cristina Ghergheli,set costumer
Megan Howell,senior costume maker
Daniela Ilin,set costumer
Benjamin Ip,costume concept artist
Ana Lazar,wardrobe assistant
Paula Lazaroni,breackdown artist
Twan Lentjes,principal costume maker
Ioana Mihailescu,wardrobe assistant
Alessio O'Driscoll,principle costume cutter
Ioana Somanescu,principal standby
Bobby Soutar,assistant costume designer
Mark Sutherland,costume co-designer
Beth Tilley,senior costume maker
Jess Willcock-Stow,junior assistant costume designer
Elizabeta Zainea,wardrobe assistant
Marta Airoli,principal seamstress
Ian Frazer Wallace,principle cutter
Adina Bucur,costume supervisor
Claudia Littlefield,costume supervisor
Alina Caprian,additional costumer
Madison D'Urbano,post-production assistant
Bogdan Geambasu,dailies operator
Katherine Hul,post production supervisor
Razvan Ilinca,assistant editor
Tom Mayclim,data manager
Ian Passy,Color Assistant
Sebastian Plamadeala,dailies supervisor
Carmen Rizac,dailies coordinator
Joanne Rourke,senior colorist
Alexandru Stoica,dailies operator
Ian Sullivan,finishing accountant
Lavinia Terletchi,assistant editor
Viktorija Tupikaite,data i/o operator
Motassem Younes,on-line editor
Galina Chakarova,first assistant editor
Mihai Cosmin Popa,first assistant editor
Paul G. Day,additional editor
Cristi Dogaru,assistant location manager
Calin Hagima,location manager
Tracey Savein,location scout
Alex Molea,supervising location manager
Mircea Paraschiv,location manager
Florin Patrascu,assistant location manager
Chris Bacon,composer: additional music
Sarah Chapeck,music coordinator
Norbert Elek,music preparation
Danny Elfman,theme music composer
Peter Kohrman,technical score engineer
Jen Malone,music supervisor
Mandy Mamlet,music executive
Alveti Matyas,cello solos by
Michael T. Ryan,music editor
Balint Sapszon,contractor
Viktor Szabo,recording engineer
Nicole Weisberg,music supervisor
Shachar Boussani,score mix assistant
Robert Litton,orchestrator
Noah Scot Snyder,music scoring mixer
Esin Aydingoz,arranger
Hemanth965,orchestrator: theme melody
Steve Bartek,orchestrator
Bence Bob�k,score engineer
David G. Russell,conforming
Greg Hayes,music scoring mixer
Bri Holland,singer
Alfredo Pasquel,score mix assistant
Cristina Balea,assistant script supervisor
Monica Tatu,script supervisor
Daniel Sipocz,service driver
Pal Szilard Levente,unit driver
Priscila Amescua-Mendez,Support to co executive producer
Dogaru Silviu Andrei,unit production assistant
Aaron Becker,main title design
Gergo Benkoczy,dog trainer
Dascalu Bogdan,unit production assistant
Teo Bostanica,unit manager
Alexandra Cranga,petty cash accountant
Razvana Cristescu,first assistant accountant
Claudia Dediu,producer's assistant
Penny Dyer,dialect coach
Zoltan Horkai,head animal trainer
Ana Ineni,production secretary
Emanuel Gabriel Ion,testing coordinator assistant
Gavriloaia Irina,assistant contracts coordinator
Peter Ivanyi,head animal trainer
Austin Kircher,post-production accountant
Christopher Landry,epk host
Nelson Moses Lassiter,production administration assistant
Ioana Macarie,choreographer
Cosmin Manea,payroll accountant
Elle McAlpine,intimacy coordinator
Troy James Miller,titles producer: Filmograph
Dan Mirea,unit operations
Ioana Mititelu,assistant production coordinator
Kristine Popovici,office production assistant
Aurel Nicolae Radu,assistant accountant
Olesea Railean,production accountant
Adrian Sabau,production coordinator
Iulia Anamaria Sima,contracts coordinator
Daniela Soare,production assistant
Adam M. Stone,product placement coordinator
Cat Stone,product placement coordinator
Georgiana Tamaga,travel coordinator
Logi Thorvaldsson,actors assistant
Toria Turner,executive assistant
Tony Wright,international liaison
Bianca Bumbacea,basecamp runner
Lindsay Moffat,production accountant
Gunnar Sizemore,adr voice actor
Bacula Sorin,caterer
Monica Adam,petty cash
Liliana Chomsky,adr loop group
Vanessa Coffey,intimacy coordinator
Marius Florescu,covid supervisor
Marilyn Lindsay,prep accountant
Rhidian Bridge,covid supervisor
Bianca Bumvacea,basecamp runner
Luke Carroll,production secretary
Ahmed El-Gallad,writer
Jorge Garcia Castro,consultant
Adam Lannon,covid manager
Sarah McGuinness,dialect coach
Annabel Wilkin,first assistant accountant
Eugene Shawn,assistant
Ana Duarte,assistant to casting director
Isaac Sunderland,covid coordinator
Moraru Raluca,extra
Ionescu Maria,extra
Pascu Catalin,extra
Bucur Maria,extra
Moraru Cristina,extra
Banica Adrian,extra
Capeleanu Catalin,extra
Bucur Monica,extra
Vlad Georgeta,extra
Moraru Ana,extra
Desliu Ioana,extra
Desliu Adrian,extra
Schianu Ion,extra
Botescu Mihai,extra
Moraru Mihaela,extra
Bohiltea Ana,extra
Pascu Georgeta,extra
Nanu Ion,extra
Desliu Ioana,extra
Nanu Mihai,extra
Capeleanu Catalin,extra
Banica Mihai,extra
Bohiltea Andrei,extra
Botescu Lavinia,extra
Pascu Catalin,extra
Ionescu Alexandru,extra
Dorobantu Mihaela,extra
Mihaescu Mihaela,extra
Banica Ana,extra
Mihaescu Ana,extra
Ionescu Andrei,extra
Banica Lavinia,extra
Nanu Cristina,extra
Moraru Catalin,extra
Capeleanu Ioana,extra
Dorobantu Alexandru,extra
Desliu Mihaela,extra
Bucur Adrian,extra
Dorobantu Ana,extra
Capeleanu Cristina,extra
Dorobantu Andrei,extra
Capeleanu Monica,extra
Dorobantu Georgeta,extra
Nanu Adrian,extra
Nanu Adrian,extra
Mihaescu Adrian,extra
Desliu Monica,extra
Bohiltea Monica,extra
Dorobantu Ion,extra
Ionescu Alexandru,extra
Nanu Ion,extra
Botescu Raluca,extra
Banica Cristina,extra
Desliu Ana,extra
Pascu Catalin,extra
Capeleanu Georgeta,extra
Mihaescu Monica,extra
Vlad Ioana,extra
Pascu Andrei,extra
Pascu Maria,extra
Moraru Adrian,extra
Botescu Ion,extra
Capeleanu Ana,extra
Banica Mihai,extra
Moraru Mihaela,extra
Bohiltea Adrian,extra
Dorobantu Ioana,extra
Ionescu Raluca,extra
Desliu Mihaela,extra
Capeleanu Ana,extra
Bohiltea Mihaela,extra
Schianu Maria,extra
Botescu Catalin,extra
Capeleanu Raluca,extra
Vlad Maria,extra
Capeleanu Catalin,extra
Schianu Lavinia,extra
Desliu Cristina,extra
Bucur Georgeta,extra
Schianu Raluca,extra
Bohiltea Alexandru,extra
Ionescu Georgeta,extra
Banica Raluca,extra
Dorobantu Cristina,extra
Banica Cristina,extra
Vlad Catalin,extra
Mihaescu Mihai,extra
Popescu Lavinia,extra
Pascu Monica,extra
Banica Cristina,extra
Dorobantu Alexandru,extra
Bucur Georgeta,extra
Nanu Monica,extra
Dorobantu Ioana,extra
Moraru Ana,extra
Ionescu Lavinia,extra
Banica Cristina,extra
Popescu Mihaela,extra
Nanu Monica,extra
Botescu Alexandru,extra
Bucur Adrian,extra
Vlad Alexandru,extra
Moraru Ioana,extra
Bucur Cristina,extra
Botescu Mihai,extra
Bucur Mihaela,extra
Capeleanu Raluca,extra
Bucur Ioana,extra
Capeleanu Ion,extra
Popescu Ion,extra
Dorobantu Mihai,extra
Popescu Mihai,extra
Banica Alexandru,extra
Popescu Monica,extra
Moraru Catalin,extra
Dorobantu Ioana,extra
Botescu Alexandru,extra
Botescu Lavinia,extra
Mihaescu Mihai,extra
Capeleanu Raluca,extra
Bucur Catalin,extra
Schianu Maria,extra
Vlad Maria,extra
Nanu Lavinia,extra
Popescu Maria,extra
Popescu Alexandru,extra
Pascu Ana,extra
Nanu Adrian,extra
Mihaescu Ioana,extra
Nanu Ana,extra
Bucur Georgeta,extra
Dorobantu Ion,extra
